KREIS;GEMEINDE;TYP;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT;NORDWERT;GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;AKTENZEICHEN;DATENDATUM;DATENQUELLE
Dithmarschen;Diekhusen-Fahrstedt;Nordex N 149-5,7 MW;Nordex;105;149;HZ /dB(A) | 63/78,2 | 125/84,4 | 250/88,1 | 500/90,7 | 1000/91,4 | 2000/88,9 | 4000/81,3 | 8000/73,3 | SLP=96,5 dB(A)	;5700;kW Nennleist. Rotor.;502737;5978272;24.03.2021;16.12.2022;in Betrieb;51021000005;0001;G10/2019/080;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;Nordex N 149-5,7 MW;Nordex;105;149;HZ /dB(A) | 63/82,7 | 125/88,9 | 250/92,6 | 500/95,2 | 1000/95,9 | 2000/93,4 | 4000/85,8 | 8000/77,8 | SLP=101 dB(A);5700;kW Nennleist. Rotor.;502794;5978630;24.03.2021;06.12.2022;in Betrieb;51021000005;0002;G10/2019/081;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Volsemenhusen;Nordex N 149-5,7 MW;Nordex;105;149;HZ /dB(A) | 63/78,9 | 125/85,1 | 250/88,8 | 500/91,4 | 1000/92,1 | 2000/89,6 | 4000/82 | 8000/74 | SLP=97,2 dB(A);5700;kW Nennleist. Rotor.;503150;5978480;24.03.2021;08.12.2022;in Betrieb;51021000005;0003;G10/2019/082;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;Enercon E82;Enercon;78,33;82;105,0 dB(A)/103,5 dB(A) ;2300;kW Nennleist. Rotor.;500471;5975131;27.05.2011;15.03.2012;in Betrieb;51021501354;0008;G10/2010/114;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;Enercon E82;Enercon;78,33;82;105,0 dB(A)/103,5 dB(A) ;2300;kW Nennleist. Rotor.;500285;5975734;27.05.2011;15.03.2012;in Betrieb;51021501356;0010;G10/2010/116;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;Enercon E82;Enercon;78,33;82;105,0 dB(A)/103,5 dB(A) ;2300;kW Nennleist. Rotor.;500376;5975444;27.05.2011;15.03.2012;in Betrieb;51021501357;0001;G10/2010/115;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;WKA1 Enercon E-115;Enercon;92;115,7;106,5dB(A)/ 106,5 dB(A);3000;kW Nennleist. Rotor.;502766;5977068;19.11.2015;25.11.2016;in Betrieb;51021501359;0001;G10/2015/013;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;WKA2 Enercon E-115;Enercon;92;115,7;106,5 dB(A)/ 106,5 dB(A);3000;kW Nennleist. Rotor.;503207;5977204;19.11.2015;10.11.2016;in Betrieb;51021501359;0002;G10/2015/014;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Diekhusen-Fahrstedt;WKA3 Enercon E-115;Enercon;92;115,7;106,5dB(A)/ 106,5 dB(A);3000;kW Nennleist. Rotor.;503626;5977389;19.11.2015;27.10.2016;in Betrieb;51021501359;0003;G10/2015/015;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schmedeswurth;WKA4 Enercon E-115;Enercon;92;115,7;106,5 dB(A) / 106,5 dB(A);3000;kW Nennleist. Rotor.;503511;5976923;19.11.2015;04.10.2016;in Betrieb;51021501359;0004;G10/2015/016;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schmedeswurth;WKA5 Enercon E-115;Enercon;92;115,7;106,5 dB(A)/ 106,5 dB(A);3000;kW Nennleist. Rotor.;503837;5977143;19.11.2015;21.10.2016;in Betrieb;51021501359;0005;G10/2015/017;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schmedeswurth;WKA6 Enercon E-115;Enercon;92;115,7;106,5 dB(A)/ 106,5 dB(A);3000;kW Nennleist. Rotor.;503938;5976837;19.11.2015;27.09.2016;in Betrieb;51021501359;0006;G10/2015/018;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;106;3400;kW Nennleist. Rotor.;507110;5978235;12.11.2010;12.07.2011;in Betrieb;51022019914;0001;G10/2010/032;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;106;3400;kW Nennleist. Rotor.;506696;5978077;12.11.2010;15.07.2011;in Betrieb;51022019914;0003;G10/2010/031;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;106;3400;kW Nennleist. Rotor.;506700;5978792;12.11.2010;04.08.2011;in Betrieb;51022480507;0001;G10/2010/026;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;106;3400;kW Nennleist. Rotor.;506392;5978541;12.11.2010;17.08.2011;in Betrieb;51022480509;0001;G10/2010/027;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;105,2;3400;kW Nennleist. Rotor.;506116;5978202;12.11.2010;11.08.2011;in Betrieb;51022480510;0001;G10/2010/028;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;106;3400;kW Nennleist. Rotor.;506818;5978434;12.11.2010;22.07.2011;in Betrieb;51022480511;0001;G10/2010/029;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA Repower 3.XM;REpower;80;104;105;3400;kW Nennleist. Rotor.;506349;5977901;12.11.2010;21.07.2011;in Betrieb;51022480512;0001;G10/2010/030;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Dingen;WKA 1 Senvion 3.4M104;Senvion;80;104;105,6 dB(A) / 105,6 dB(A);3400;kW Nennleist. Rotor.;506986;5977952;04.06.2015;31.03.2016;in Betrieb;51022480515;0001;G10/2015/004;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderhastedt;WKA Repower 3.2M114;REpower;93;114;105,2 dB(A)/103,5 dB(A);3200;kW Nennleist. Rotor.;515341;5991117;20.02.2014;29.01.2015;in Betrieb;51026021168;0001;G10/2013/141;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;Senvion 3.2M114;Senvion;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;515679;5990825;20.02.2014;02.12.2014;in Betrieb;51026021169;0001;G10/2013/142;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA V150 6000;Vestas;105;150;HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A);6000;kW Nennleist. Rotor.;515548;5989837;12.01.2023;;vor Inbetriebnahme;51026021174;0007;G10/2022/027;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA Vestas V150 6000;Vestas;125;150;HZ /dB(A) | 63/82 | 125/89,7 | 250/94,5 | 500/96,3 | 1000/95,1 | 2000/91 | 4000/83,9 | 8000/ | SLP=101,1 dB(A);6000;kW Nennleist. Rotor.;515771;5991178;12.01.2023;;vor Inbetriebnahme;51026021175;0002;G10/2022/022;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA Vestas V150 6000;Vestas;125;150;HZ /dB(A) | 63/83,9 | 125/91,6 | 250/96,4 | 500/98,2 | 1000/97 | 2000/92,9 | 4000/85,5 | 8000/ | SLP=103 dB(A);6000;kW Nennleist. Rotor.;516182;5991230;12.01.2023;;vor Inbetriebnahme;51026021175;0003;G10/2022/023;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;REpower MM82;REpower;80;82;106,8 dB(A)/ 99,5 dB(A);2000;kW Nennleist. Rotor.;516156;5991348;02.08.2004;25.11.2004;in Betrieb;51026509055;0001;BA-0113-2004;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;REpower MM82 2,0 MW;REpower;80;82;106,2;2000;kW Nennleist. Rotor.;515915;5991095;02.08.2004;26.11.2004;in Betrieb;51026509056;0001;BA-0113-2004;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;Senvion MM92 evo;Senvion;80;92,5;104,2 dB(A)/ 104,2 dB(A);2050;kW Nennleist. Rotor.;515900;5991567;28.09.2010;30.12.2010;in Betrieb;51026509058;0001;G10/2010/039;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;Senvion MM92 evo;Senvion;80;92,5;104,2;2050;kW Nennleist. Rotor.;515797;5991317;28.09.2010;24.01.2011;in Betrieb;51026509059;0001;G10/2010/040;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA Senvion 3.4M104;Senvion;80;104;105,6 dB(A)/100,0 dB(A);3370;kW Nennleist. Rotor.;516317;5991619;12.02.2014;07.11.2014;in Betrieb;51026509062;0007;G10/2013/139;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA Senvion 3.4M104;Senvion;80;104;105,6 dB(A)/101,7 dB(A);3370;kW Nennleist. Rotor.;516573;5991430;12.02.2014;05.11.2014;in Betrieb;51026509062;0008;G10/2013/140;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderhastedt;WKA Repower 3.2M114;REpower;93;114;105,2dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;515161;5990832;20.02.2014;03.12.2014;in Betrieb;51026509062;0011;G10/2013/143;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderhastedt;WKA Repower 3.2M114;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;515124;5990489;20.02.2014;05.12.2014;in Betrieb;51026509062;0012;G10/2013/144;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA Repower 3.2M114;Senvion;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;515630;5990540;20.02.2014;19.11.2014;in Betrieb;51026509062;0013;G10/2013/145;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderhastedt;WKA Repower 3.2M114;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;515360;5990249;20.02.2014;05.12.2014;in Betrieb;51026509062;0014;G10/2013/146;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Eggstedt;WKA Repower 3.2M114;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;515684;5990168;20.02.2014;27.11.2014;in Betrieb;51026509062;0015;G10/2013/147;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Elpersbüttel;Enercon E 40;Enercon;42;40;100;500;kW Nennleist. Rotor.;501587;5989560;26.05.1993;26.08.1993;in Betrieb;51027357094;0001;188/92;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Elpersbüttel;WKA Nordtank NTK 500;Nordtank NTK;37;37;103,3;500;kW Nennleist. Rotor.;502192;5992228;03.09.1993;01.12.1993;in Betrieb;51027374586;0001;93/2/01920/027/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Elpersbüttel;Vestas V39/500kW;Vestas;40,5;39;103;500;kW Nennleist. Rotor.;504566;5989555;13.12.1993;31.07.1994;in Betrieb;51027382314;0001;3/2/01716/027/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Elpersbüttel;Micon M1100;Micon;44;64,5;102,7 dB(A);600;kW Nennleist. Rotor.;503143;5989225;25.11.1993;01.07.1994;in Betrieb;51027395040;0001;92/2/01470/027/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Elpersbüttel;WKA Nordtank NTK 500;Nordtank NTK;50;41;103,3;500;kW Nennleist. Rotor.;504102;5991145;14.02.1995;02.05.1995;in Betrieb;51027505059;0001;94/2/01967/027/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Lieth;WKA Vestas V112;Vestas;94;112;106,5 dB(A)/104,5dB(A);3300;kW Nennleist. Rotor.;502969;6000045;23.02.2015;17.02.2015;in Betrieb;51028515489;0001;G10/2014/135;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon;42;40;103;500;kW Nennleist. Rotor.;495223;6001524;31.12.1899;01.07.1995;in Betrieb;51033433940;0002;93/1/02235/033/BA-1;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-66/20.70;Enercon;65;70;101,5;2000;kW Nennleist. Rotor.;495574;6001488;18.12.2003;12.07.2004;in Betrieb;51033433940;0009;BA-0230-2003;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/101,4 dB(A);2300;kW Nennleist. Rotor.;495468;6001675;21.12.2016;21.09.2017;in Betrieb;51033433941;0001;G10/2015/191;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/101,4 dB(A);2300;kW Nennleist. Rotor.;495210;6001741;21.12.2016;06.09.2017;in Betrieb;51033433942;0001;G10/2015/192;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Nordtank NTK 300/31;Nordtank NTK;30,8;31;105,5;300;kW Nennleist. Rotor.;496897;6000003;17.03.1994;01.12.1994;in Betrieb;51033470515;0002;93/1/01813/033;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-48;Enercon;50;48;99,1;800;kW Nennleist. Rotor.;496817;6000135;05.08.2008;29.06.2009;in Betrieb;51033470519;0001;G40/2006/037;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/ 97,5 dB(A);2300;kW Nennleist. Rotor.;495461;6000763;07.11.2011;29.04.2013;in Betrieb;51033470521;0001;G10/2010/094;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/ 100,9 dB(A);2300;kW Nennleist. Rotor.;495646;6000863;07.11.2011;29.04.2013;in Betrieb;51033470521;0002;G10/2010/095;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-82 E2;Enercon;84,58;82;104,5 dB(A) tags, 99,5 db(A) nachts;2300;kW Nennleist. Rotor.;497443;6000900;03.07.2014;05.12.2014;in Betrieb;51033470525;0001;G10/2013/198;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-82 E2;Enercon;84,58;82;104,5 dB(A) tags, 99,5 db(A) nachts;2300;kW Nennleist. Rotor.;497197;6000890;03.07.2014;12.12.2014;in Betrieb;51033470525;0002;G10/2013/199;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-82 E2;Enercon;84,58;82;104,5 dB(A) tags, 99,5 db(A) nachts;2300;kW Nennleist. Rotor.;497264;6000656;03.07.2014;04.02.2015;in Betrieb;51033470525;0003;G10/2013/200;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-82 E2;Enercon;84,58;82;104,5 dB(A) tags, 99,5 db(A) nachts;2300;kW Nennleist. Rotor.;497225;6000398;03.07.2014;05.02.2015;in Betrieb;51033470525;0004;G10/2013/201;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;Enercon E-82 E2;Enercon;84,58;82;104,5 dB(A) tags, 99,5 dB(A) nachts;2300;kW Nennleist. Rotor.;497048;6000232;03.07.2014;26.02.2015;in Betrieb;51033470525;0005;G10/2013/202;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;WKA Enercon E-70 E4;Enercon;98,2;71;104,5 dB(A)/ 104,1 dB(A);2300;kW Nennleist. Rotor.;495228;6002029;13.01.2015;20.12.2015;in Betrieb;51033470526;0001;G10/2014/113;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichsgabekoog;WKA Enercon E-70 E4;Enercon;98,2;71;104,5 dB(A)/ 101,4 dB(A);2300;kW Nennleist. Rotor.;495428;6001917;13.01.2015;14.12.2015;in Betrieb;51033470526;0002;G10/2014/114;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 Senvion 3.4M114 (FNO26);Senvion;93;114;106,0 dB(A) / 101,7 dB(A);3400;kW Nennleist. Rotor.;496398;5983928;23.06.2016;26.01.2017;in Betrieb;51034000002;0001;G10/2015/045;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 2 Senvion 3.4M114 (FNO27);Senvion;93;114;106,0 dB(A) / 101,9 dB(A);3400;kW Nennleist. Rotor.;496491;5983597;23.06.2016;30.12.2016;in Betrieb;51034000002;0002;G10/2015/046;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 Senvion 3.4M114;Senvion;93;114;105,2 dB(A) / 99,5 dB(A);3400;kW Nennleist. Rotor.;496119;5984692;01.06.2016;23.12.2016;in Betrieb;51034000003;0001;G10/2015/047;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 Senvion 3.4M114;Senvion;93;114;105,2 dB(A) / 104,2 dB(A);3400;kW Nennleist. Rotor.;496548;5984596;29.12.2016;28.08.2017;in Betrieb;51034000003;0003;G10/2015/049;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4 GH 134 m;Enercon;98;71;105,5 dB(A)/ 101,2 dB(A);2300;kW Nennleist. Rotor.;496007;5981974;10.11.2016;11.07.2017;in Betrieb;51034000005;0001;G10/2015/173;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon;45;40;103;500;kW Nennleist. Rotor.;497027;5983424;27.09.1994;04.02.1997;in Betrieb;51034000009;0001;93/2/02483/034;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E40;Enercon;45;40;103;500;kW Nennleist. Rotor.;496200;5984210;26.07.1994;20.02.1997;in Betrieb;51034000010;0001;93/2/02483/034;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-115;Enercon;121,87;115,71;HZ /dB(A) | 63/81,3 | 125/86,6 | 250/89,4 | 500/91,3 | 1000/92,4 | 2000/92,8 | 4000/87,9 | 8000/0 | SLP=98,5 dB(A);4200;kW Nennleist. Rotor.;496016;5985175;27.10.2021;;vor Inbetriebnahme;51034000011;0002;G10/2021/220;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 Senvion 3.4M114;Senvion;93;114;105,2 dB(A) / 102,5 dB(A);3400;kW Nennleist. Rotor.;496262;5984433;01.06.2016;23.12.2016;in Betrieb;51034000012;0001;G10/2015/048;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 REpower 3.2M114;REpower;93;114;105,2dB(A)/105,2dB(A);3200;kW Nennleist. Rotor.;496834;5983942;01.10.2014;22.12.2015;in Betrieb;51034000014;0001;G10/2013/193;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 REpower 3.2M114;REpower;93;114;105,2dB(A)/105,2dB(A);3200;kW Nennleist. Rotor.;496835;5983639;01.10.2014;22.12.2015;in Betrieb;51034000015;0001;G10/2013/194;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA 1 REpower 3.2M114;REpower;93;114;105,2dB(A)/101,5dB(A);3200;kW Nennleist. Rotor.;496918;5984243;01.10.2014;22.12.2015;in Betrieb;51034000016;0001;G10/2013/192;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E115;Enercon;92;115,71;HZ /dB(A) | 63/78,5 | 125/83,7 | 250/86,3 | 500/88,1 | 1000/89,3 | 2000/90,3 | 4000/86,3 | 8000/ | SLP=95,7 dB(A);4200;kW Nennleist. Rotor.;496188;5984959;20.12.2021;;vor Inbetriebnahme;51034000018;0001;G10/2021/352;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;ENERCON E115 EP3 E3;Enercon;92;115,71;HZ /dB(A) | 63/79,4 | 125/84,6 | 250/87,1 | 500/88,8 | 1000/90 | 2000/90,8 | 4000/85,9 | 8000/ | SLP=96,3 dB(A);4200;kW Nennleist. Rotor.;497083;5983762;28.03.2022;;vor Inbetriebnahme;51034000019;0001;G10/2021/442;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E115;Enercon;135,01;115,71;HZ /dB(A) | 63/80,6 | 125/85,5 | 250/87,5 | 500/90,1 | 1000/94,3 | 2000/91,1 | 4000/85,9 | 8000/ | SLP=98,1 dB(A);4200;kW Nennleist. Rotor.;496222;5983676;02.08.2023;;vor Inbetriebnahme;51034000020;0001;G10/2023/010;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon;50;40;103;500;kW Nennleist. Rotor.;497099;5983630;26.07.1994;18.11.1996;in Betrieb;51034023123;0001;93/2/02423/034;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E 70;Enercon;64;71;100,6;2300;kW Nennleist. Rotor.;496572;5983086;05.06.2007;31.12.1899;in Betrieb;51034023125;0003;G40/2006/082;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;98;2300;kW Nennleist. Rotor.;495727;5983923;28.07.2010;05.08.2011;in Betrieb;51034311835;0002;G10/2009/114;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon;41;39;103;500;kW Nennleist. Rotor.;495948;5983561;24.10.1996;31.12.1996;in Betrieb;51034311840;0001;93/2/02190/034;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;99,9;2300;kW Nennleist. Rotor.;496108;5983424;15.01.2009;01.04.2010;in Betrieb;51034446964;0001;G40/2007/132;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;101,8;2300;kW Nennleist. Rotor.;494323;5985363;27.04.2010;01.04.2011;in Betrieb;51034481112;0003;G10/2009/047;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon;42;40,3;103;500;kW Nennleist. Rotor.;495831;5979234;09.12.1994;01.04.1997;in Betrieb;51034505852;0001;94/2/01770/034/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;85;70;97,5;2300;kW Nennleist. Rotor.;494613;5979159;08.09.2010;18.12.2012;in Betrieb;51034505858;0003;G10/2010/006;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;85;71;104,5 dB(A)/ 100,9 dB(A);2300;kW Nennleist. Rotor.;494835;5979137;23.06.2011;08.12.2012;in Betrieb;51034505858;0004;G10/2011/005;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;85;71;101,8;2300;kW Nennleist. Rotor.;494212;5985136;19.08.2010;10.09.2011;in Betrieb;51034505859;0002;G10/2009/014;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;74;71;104,5 dB(A)/98,2 dB(A);2300;kW Nennleist. Rotor.;494103;5985270;17.08.2011;28.03.2012;in Betrieb;51034505859;0004;G10/2011/061;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/99,4 dB(A);2300;kW Nennleist. Rotor.;494896;5979922;17.05.2010;21.02.2013;in Betrieb;51034505860;0004;G10/2009/100;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;85;71;104,5 dB(A)/ 99,4 dB(A);2300;kW Nennleist. Rotor.;495210;5978978;17.05.2010;21.02.2013;in Betrieb;51034505860;0005;G10/2009/101;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;85;71;104,5dB(A)/ 97,5dB(A);2300;kW Nennleist. Rotor.;495264;5978777;17.05.2010;21.02.2013;in Betrieb;51034505860;0006;G10/2009/102;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;85;71;104,5 dB(A)/99,4 dB(A);2300;kW Nennleist. Rotor.;494939;5979696;10.06.2011;21.02.2013;in Betrieb;51034505860;0008;G10/2011/001;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/97,5 dB(A);2300;kW Nennleist. Rotor.;495862;5981845;31.03.2010;05.07.2011;in Betrieb;51034505863;0004;G10/2009/052;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E-70 E4;Enercon;64;71;97,5;2000;kW Nennleist. Rotor.;494413;5984836;14.07.2005;25.03.2006;in Betrieb;51034505864;0001;G40/2004/080;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon E-70 E4;Enercon;64;71;98,5;2300;kW Nennleist. Rotor.;494318;5984946;17.01.2008;20.12.2009;in Betrieb;51034505864;0002;G40/2007/054;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;Enercon  E-70 E4;Enercon;64;71;105.5 dB(A)/ 98,2 dB(A);2000;kW Nennleist. Rotor.;495013;5979470;15.03.2006;09.02.2009;in Betrieb;51034505865;0001;G40/2005/100;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;AN Bonus 600;AN BONUS;50;44;105 Nachts aus;600;kW Nennleist. Rotor.;495182;5981195;31.12.1899;27.12.1996;in Betrieb;51034505874;0003;unbekannt;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;104,5dB(A)/103,4 dB(A) ;2300;kW Nennleist. Rotor.;494906;5981575;10.02.2012;18.10.2013;in Betrieb;51034505874;0011;G10/2011/038;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/101,5 dB(A);2300;kW Nennleist. Rotor.;494931;5981369;10.02.2012;18.10.2013;in Betrieb;51034505874;0012;G10/2011/039;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A) /101,0 dB(A);2300;kW Nennleist. Rotor.;495430;5980985;10.02.2012;20.09.2013;in Betrieb;51034505874;0013;G10/2011/040;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Friedrichskoog;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A) /101,1dB(A) ;2300;kW Nennleist. Rotor.;495524;5980793;10.02.2012;18.09.2013;in Betrieb;51034505874;0014;G10/2011/041;10.10.2023;LfU SH, Abtl. 7
